@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
12, 8, 0, 3, 238, 73, 19.8333, 83, 26, 6.91667, 155, 57, 12.9167, 24.8962, 65.7143, 26, 2, 1, 25, 1770, 0, 7, 6, 402, 60, 67, 7, 4, 0, 55, 178, 124, 0
3, 3, 0, 1, 32, 27, 10.6667, 3, 2, 1, 29, 26, 9.66667, 4.95536, 65.7143, 7, 2, 0, 7, 190, 0, 2, 6, 87, 20, 30, 2, 0, 0, 19, 47, 29, 0
34, 12, 0, 7, 316, 122, 9.29412, 183, 122, 5.38235, 133, 59, 3.91176, 70.3734, 333.143, 3, 3, 1, 2, 66, 0, 3, 95, 60, 12, 73, 2, 0, 0, 3, 35, 16, 0
47, 8, 0, 10, 699, 97, 14.8723, 324, 49, 6.89362, 375, 68, 7.97872, 54.4605, 220.143, 24, 1, 6, 19, 325, 0, 4, 0, 281, 26, 8, 4, 7, 0, 16, 150, 74, 1
16, 3, 0, 5, 110, 59, 6.875, 86, 45, 5.375, 24, 54, 1.5, 16.3779, 127.714, 14, 1, 1, 13, 465, 0, 15, 0, 356, 31, 8, 15, 10, 0, 20, 181, 107, 0
16, 2, 0, 8, 226, 46, 14.125, 80, 18, 5, 146, 33, 9.125, 40.9937, 220.143, 8, 1, 2, 7, 190, 0, 3, 0, 128, 20, 8, 3, 5, 0, 14, 78, 41, 0
5, 1, 0, 4, 23, 7, 4.6, 12, 4, 2.4, 11, 7, 2.2, 14.205, 179.857, 7, 1, 4, 3, 1, 0, 0, 0, 11, 2, 8, 0, 0, 0, 2, 9, 3, 0
58, 14, 0, 8, 673, 206, 11.6034, 476, 206, 8.2069, 197, 49, 3.39655, 65.2539, 333.143, 62, 4, 58, 5, 105, 0, 4, 97, 124, 15, 79, 3, 0, 0, 4, 47, 32, 0
9, 5, 0, 4, 12, 4, 1.33333, 11, 4, 1.22222, 1, 1, 0.111111, 76.9405, 224.857, 4, 2, 2, 2, 3, 0, 2, 0, 14, 3, 15, 2, 0, 0, 2, 5, 5, 0
42, 14, 0, 7, 365, 126, 8.69048, 218, 126, 5.19048, 147, 60, 3.5, 73.5362, 333.143, 12, 3, 9, 3, 66, 0, 3, 95, 72, 12, 76, 2, 0, 0, 3, 37, 19, 0
30, 5, 0, 5, 535, 142, 17.8333, 74, 13, 2.46667, 461, 142, 15.3667, 3.2259, 226, 6, 4, 2, 4, 78, 0, 4, 96, 87, 13, 88, 2, 0, 0, 3, 46, 23, 0
65, 13, 0, 8, 1524, 259, 23.4462, 832, 259, 12.8, 692, 196, 10.6462, 89.4058, 333.143, 14, 3, 8, 7, 435, 0, 16, 95, 257, 30, 82, 9, 0, 0, 14, 117, 65, 0
36, 8, 0, 6, 336, 136, 9.33333, 236, 136, 6.55556, 100, 26, 2.77778, 50.3992, 333.143, 26, 2, 22, 4, 10, 22, 1, 95, 48, 5, 68, 1, 0, 0, 2, 17, 10, 0
51, 13, 0, 8, 765, 349, 15, 572, 349, 11.2157, 193, 61, 3.78431, 44.4293, 333.143, 6, 3, 1, 5, 105, 0, 3, 95, 166, 15, 73, 2, 0, 0, 5, 76, 41, 1
9, 5, 0, 4, 14, 4, 1.55556, 13, 4, 1.44444, 1, 1, 0.111111, 67.7959, 224.857, 8, 1, 6, 2, 21, 3, 2, 0, 44, 7, 8, 2, 0, 0, 6, 20, 14, 0
40, 11, 0, 7, 654, 164, 16.35, 324, 164, 8.1, 330, 77, 8.25, 84.0767, 333.143, 5, 3, 1, 5, 120, 0, 8, 95, 101, 16, 73, 5, 0, 0, 6, 54, 29, 0
39, 14, 0, 7, 465, 167, 11.9231, 264, 167, 6.76923, 201, 74, 5.15385, 70.569, 333.143, 5, 3, 1, 5, 105, 0, 5, 95, 96, 15, 73, 3, 0, 0, 6, 51, 25, 0
45, 15, 0, 7, 813, 187, 18.0667, 414, 187, 9.2, 399, 93, 8.86667, 98.4973, 333.143, 6, 3, 1, 6, 171, 0, 10, 95, 136, 19, 73, 6, 0, 0, 9, 72, 38, 0
40, 15, 0, 7, 380, 151, 9.5, 235, 151, 5.875, 145, 59, 3.625, 69.6068, 333.143, 4, 3, 1, 3, 78, 0, 4, 95, 75, 13, 73, 3, 0, 0, 4, 39, 19, 0
39, 14, 0, 8, 431, 164, 11.0513, 258, 164, 6.61538, 173, 74, 4.4359, 72.3752, 333.143, 6, 3, 1, 5, 91, 0, 5, 95, 86, 14, 73, 3, 0, 0, 4, 48, 22, 0
38, 13, 0, 7, 484, 172, 12.7368, 296, 172, 7.78947, 188, 73, 4.94737, 72.0003, 333.143, 6, 3, 1, 5, 91, 0, 5, 95, 106, 14, 73, 3, 0, 0, 5, 54, 27, 0
31, 8, 0, 7, 508, 87, 16.3871, 85, 9, 2.74194, 423, 87, 13.6452, 7.75506, 229.714, 6, 2, 4, 2, 105, 0, 24, 95, 70, 15, 68, 3, 0, 0, 5, 40, 19, 0
23, 8, 0, 5, 177, 63, 7.69565, 41, 7, 1.78261, 136, 62, 5.91304, 15.9927, 229.714, 4, 2, 2, 2, 66, 0, 3, 95, 63, 12, 68, 2, 0, 0, 3, 32, 17, 0
38, 13, 0, 7, 373, 119, 9.81579, 276, 119, 7.26316, 97, 65, 2.55263, 68.8728, 333.143, 2, 3, 1, 1, 66, 0, 3, 95, 59, 12, 73, 2, 0, 0, 3, 33, 16, 0
38, 13, 0, 7, 356, 130, 9.36842, 214, 130, 5.63158, 142, 58, 3.73684, 71.937, 333.143, 5, 3, 1, 4, 66, 0, 3, 95, 72, 12, 73, 2, 0, 0, 3, 39, 19, 0
38, 13, 0, 7, 526, 195, 13.8421, 315, 195, 8.28947, 211, 91, 5.55263, 71.5997, 333.143, 7, 3, 2, 5, 120, 0, 7, 95, 108, 16, 73, 4, 0, 0, 6, 59, 27, 0
21, 4, 0, 6, 335, 130, 15.9524, 253, 130, 12.0476, 82, 46, 3.90476, 71.0094, 333.143, 6, 2, 6, 1, 28, 6, 0, 95, 24, 8, 68, 0, 0, 0, 7, 10, 8, 0
166, 72, 0, 11, 4331, 668, 26.0904, 2972, 616, 17.9036, 1359, 119, 8.18675, 147.972, 333.143, 22, 2, 1, 22, 1653, 0, 16, 6, 952, 58, 67, 12, 1, 1, 57, 361, 271, 1
71, 19, 0, 8, 2297, 522, 32.3521, 1677, 522, 23.6197, 620, 348, 8.73239, 85.3538, 333.143, 10, 4, 3, 8, 561, 0, 19, 99, 303, 34, 100, 8, 0, 0, 13, 151, 82, 0
52, 12, 0, 9, 741, 156, 14.25, 356, 156, 6.84615, 385, 94, 7.40385, 96.2851, 333.143, 7, 3, 2, 6, 153, 0, 5, 95, 123, 18, 73, 3, 1, 0, 6, 60, 31, 0
37, 13, 0, 7, 344, 128, 9.2973, 199, 128, 5.37838, 145, 59, 3.91892, 73.1208, 333.143, 3, 3, 1, 3, 66, 0, 3, 95, 72, 12, 73, 2, 0, 0, 3, 37, 19, 0
36, 6, 0, 7, 597, 165, 16.5833, 87, 12, 2.41667, 510, 165, 14.1667, 13.5219, 239.571, 6, 2, 1, 6, 105, 0, 5, 95, 91, 15, 68, 3, 0, 0, 5, 50, 23, 0
71, 22, 0, 11, 877, 133, 12.3521, 531, 133, 7.47887, 346, 48, 4.87324, 129.753, 333.143, 16, 2, 1, 16, 231, 0, 8, 6, 232, 22, 30, 8, 1, 0, 20, 90, 71, 0
18, 7, 0, 7, 271, 100, 15.0556, 132, 100, 7.33333, 139, 60, 7.72222, 52.3927, 333.143, 8, 2, 6, 2, 91, 2, 0, 95, 15, 14, 68, 0, 0, 0, 10, 19, 5, 0
56, 13, 0, 7, 904, 218, 16.1429, 474, 218, 8.46429, 430, 132, 7.67857, 87.7539, 333.143, 10, 3, 5, 6, 171, 0, 10, 95, 156, 19, 73, 6, 0, 0, 7, 73, 40, 0
43, 13, 0, 8, 557, 190, 12.9535, 315, 190, 7.32558, 242, 100, 5.62791, 76.6576, 333.143, 7, 3, 4, 3, 190, 0, 7, 95, 127, 20, 82, 4, 0, 0, 7, 63, 33, 0
58, 13, 0, 7, 905, 215, 15.6034, 476, 215, 8.2069, 429, 132, 7.39655, 87.9662, 333.143, 11, 3, 5, 7, 171, 0, 10, 95, 155, 19, 73, 6, 0, 0, 7, 75, 40, 0
40, 13, 0, 7, 501, 174, 12.525, 295, 174, 7.375, 206, 74, 5.15, 72.5264, 333.143, 7, 3, 2, 5, 91, 0, 5, 95, 106, 14, 73, 3, 0, 0, 5, 53, 27, 0
29, 6, 0, 6, 653, 170, 22.5172, 87, 16, 3, 566, 170, 19.5172, 11.3424, 237.714, 7, 3, 5, 3, 105, 0, 5, 95, 80, 15, 76, 3, 0, 0, 5, 43, 21, 0
30, 5, 0, 4, 387, 121, 12.9, 295, 121, 9.83333, 92, 71, 3.06667, 101.296, 367, 2, 1, 2, 0, 3, 0, 5, 0, 10, 3, 16, 2, 0, 0, 3, 3, 3, 0
48, 5, 0, 8, 928, 293, 19.3333, 639, 293, 13.3125, 289, 68, 6.02083, 81.3798, 367, 19, 1, 18, 1, 231, 0, 20, 0, 95, 22, 8, 0, 1, 0, 21, 48, 34, 0
26, 11, 0, 8, 243, 129, 9.34615, 58, 15, 2.23077, 185, 114, 7.11538, 187.309, 246.571, 1, 1, 1, 0, 1, 1, 9, 0, 3, 2, 8, 0, 0, 0, 2, 2, 1, 0
15, 9, 0, 3, 64, 28, 4.26667, 61, 25, 4.06667, 3, 26, 0.2, 53.0201, 123.571, 12, 1, 0, 12, 21, 0, 9, 0, 200, 7, 8, 9, 5, 0, 2, 88, 39, 0
119, 55, 0, 9, 8425, 2042, 70.7983, 2635, 594, 22.1429, 5790, 2013, 48.6555, 30.3109, 246.571, 4, 1, 3, 1, 45, 0, 276, 0, 177, 10, 8, 1, 0, 0, 10, 26, 41, 1
7, 4, 0, 3, 11, 4, 1.57143, 18, 9, 2.57143, -7, 1, -1, 34.1169, 123.857, 10, 1, 5, 5, 78, 0, 0, 0, 235, 13, 8, 0, 3, 0, 10, 70, 68, 0
141, 19, 0, 10, 4684, 670, 33.2199, 4720, 670, 33.4752, -36, 219, -0.255319, 84.7565, 367, 19, 1, 11, 8, 91, 0, 3, 0, 219, 14, 8, 3, 2, 0, 12, 109, 69, 1
709, 69, 0, 15, 38598, 2955, 54.4401, 34292, 2942, 48.3667, 4306, 336, 6.07334, 100.595, 367, 58, 1, 25, 40, 2080, 0, 182, 0, 1058, 65, 0, 2, 11, 0, 54, 413, 217, 1
38, 6, 0, 6, 385, 132, 10.1316, 305, 132, 8.02632, 80, 23, 2.10526, 60.177, 367, 38, 1, 33, 5, 15, 0, 2, 0, 52, 6, 0, 1, 0, 1, 6, 30, 12, 0
22, 4, 0, 5, 105, 32, 4.77273, 88, 32, 4, 17, 11, 0.772727, 64.6762, 367, 2, 1, 2, 0, 0, 0, 1, 0, 3, 1, 23, 1, 0, 0, 1, 1, 1, 0
35, 6, 0, 7, 405, 155, 11.5714, 409, 155, 11.6857, -4, 12, -0.114286, 46.4272, 367, 4, 1, 1, 3, 45, 0, 1, 0, 52, 10, 17, 0, 0, 1, 10, 34, 17, 0
80, 31, 0, 7, 1561, 247, 19.5125, 924, 145, 11.55, 637, 223, 7.9625, 122.75, 318.143, 7, 1, 0, 7, 1, 0, 10, 0, 21, 2, 0, 8, 0, 2, 1, 28, 3, 0
39, 7, 0, 9, 1312, 242, 33.641, 812, 258, 20.8205, 500, 201, 12.8205, 28.4435, 288.143, 3, 1, 0, 3, 91, 0, 3, 0, 142, 14, 8, 3, 6, 0, 8, 59, 38, 1
18, 3, 0, 4, 106, 23, 5.88889, 26, 6, 1.44444, 80, 23, 4.44444, 9.22237, 227.571, 2, 2, 2, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
27, 5, 0, 6, 257, 45, 9.51852, 114, 44, 4.22222, 143, 31, 5.2963, 46.5097, 227.571, 1, 4, 1, 0, 3, 0, 2, 3, 11, 3, 38, 2, 0, 0, 3, 3, 3, 1
17, 3, 0, 4, 106, 23, 6.23529, 24, 6, 1.41176, 82, 23, 4.82353, 9.22237, 227.571, 1, 2, 1, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
21, 3, 0, 4, 192, 37, 9.14286, 52, 11, 2.47619, 140, 36, 6.66667, 10.9219, 227.571, 2, 2, 1, 1, 3, 0, 2, 2, 12, 3, 33, 2, 0, 0, 3, 4, 3, 0
17, 3, 0, 4, 106, 23, 6.23529, 24, 6, 1.41176, 82, 23, 4.82353, 9.22237, 227.571, 2, 2, 2, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
35, 6, 0, 5, 386, 100, 11.0286, 214, 100, 6.11429, 172, 37, 4.91429, 92.5426, 227.571, 1, 4, 1, 0, 6, 0, 3, 3, 13, 4, 38, 3, 0, 0, 4, 4, 4, 1
17, 3, 0, 4, 106, 23, 6.23529, 24, 6, 1.41176, 82, 23, 4.82353, 9.22237, 227.571, 1, 2, 1, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
21, 4, 0, 5, 144, 23, 6.85714, 58, 17, 2.7619, 86, 23, 4.09524, 35.755, 227.571, 1, 4, 1, 0, 0, 0, 0, 3, 3, 1, 38, 0, 0, 0, 1, 1, 1, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.2857, 2, 2, 1, 1, 3, 1, 0, 2, 10, 3, 33, 0, 0, 0, 2, 5, 3, 1
22, 4, 0, 5, 268, 61, 12.1818, 99, 30, 4.5, 169, 31, 7.68182, 17.9238, 236, 10, 2, 9, 1, 28, 1, 2, 2, 16, 8, 11, 2, 0, 0, 7, 10, 5, 1
183, 14, 0, 10, 6101, 979, 33.3388, 5117, 928, 27.9617, 984, 171, 5.37705, 118.906, 367, 15, 1, 7, 8, 78, 0, 1, 0, 54, 13, 8, 1, 0, 0, 13, 37, 14, 0
40, 3, 0, 7, 843, 117, 21.075, 378, 79, 9.45, 465, 75, 11.625, 35.1466, 236, 11, 1, 10, 1, 300, 9, 13, 0, 111, 25, 8, 11, 0, 0, 25, 38, 34, 0
39, 4, 0, 9, 544, 138, 13.9487, 270, 59, 6.92308, 274, 89, 7.02564, 29.5176, 236, 7, 1, 4, 4, 45, 1, 0, 0, 30, 10, 8, 0, 0, 0, 9, 20, 8, 0
91, 8, 0, 9, 6880, 1627, 75.6044, 5271, 1359, 57.9231, 1609, 583, 17.6813, 96.0161, 236, 36, 2, 18, 23, 190, 2, 12, 3, 1126, 20, 13, 2, 6, 0, 14, 244, 276, 1
16, 3, 0, 4, 144, 45, 9, 121, 29, 7.5625, 23, 22, 1.4375, 21.5427, 236, 2, 1, 2, 0, 10, 1, 0, 0, 12, 5, 8, 0, 0, 0, 5, 5, 4, 0
17, 3, 0, 4, 106, 23, 6.23529, 24, 6, 1.41176, 82, 23, 4.82353, 9.22237, 227.571, 2, 2, 2, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
10, 0, 0, 2, 223, 73, 22.3, 254, 97, 25.4, -31, 29, -3.1, 2.20756, 89, 5, 1, 1, 4, 28, 1, 0, 0, 23, 8, 8, 0, 0, 0, 8, 25, 7, 0
3, 0, 0, 2, 6, 5, 2, 8, 7, 2.66667, -2, 0, -0.666667, 22.9524, 89, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 1, 1, 0, 0
7, 1, 0, 4, 11, 5, 1.57143, 7, 2, 1, 4, 4, 0.571429, 49.6623, 170.571, 3, 1, 3, 0, 1, 0, 0, 0, 3, 2, 8, 0, 0, 0, 2, 2, 1, 0
3, 1, 0, 3, 5, 4, 1.66667, 5, 4, 1.66667, 0, 0, 0, 3.45714, 177.143, 1, 2, 1, 0, 0, 0, 0, 2, 3, 1, 33, 0, 0, 0, 1, 1, 1, 0
3, 1, 0, 3, 5, 4, 1.66667, 5, 4, 1.66667, 0, 0, 0, 3.45714, 177.143, 2, 2, 1, 1, 0, 0, 0, 2, 4, 1, 33, 0, 0, 0, 1, 2, 1, 0
31, 4, 0, 6, 352, 77, 11.3548, 146, 64, 4.70968, 206, 53, 6.64516, 84.1364, 227.571, 4, 4, 2, 2, 6, 0, 1, 3, 16, 4, 38, 1, 0, 0, 4, 7, 6, 1
127, 24, 0, 10, 8666, 1365, 68.2362, 5536, 1365, 43.5905, 3130, 546, 24.6457, 112.494, 367, 36, 1, 30, 7, 861, 0, 54, 0, 841, 42, 8, 12, 16, 0, 26, 294, 225, 1
95, 18, 0, 8, 845, 75, 8.89474, 382, 51, 4.02105, 463, 61, 4.87368, 110.378, 325.143, 12, 1, 1, 11, 15, 0, 2, 0, 63, 6, 8, 0, 0, 0, 6, 25, 15, 0
11, 4, 0, 3, 234, 205, 21.2727, 29, 9, 2.63636, 205, 205, 18.6364, 69.5672, 322.714, 0, 1, 0, 0, 20706, 0, 0, 0, 612, 204, 212, 0, 0, 0, 204, 204, 204, 1
11, 6, 0, 5, 39, 8, 3.54545, 14, 5, 1.27273, 25, 7, 2.27273, 107.689, 288.143, 0, 1, 0, 0, 1, 1, 5, 0, 0, 2, 8, 0, 0, 0, 2, 2, 0, 0
26, 8, 0, 5, 67, 10, 2.57692, 43, 9, 1.65385, 24, 10, 0.923077, 76.2345, 322.714, 0, 1, 0, 0, 0, 0, 9, 0, 3, 1, 22, 1, 0, 0, 1, 1, 1, 0
45, 17, 0, 8, 1126, 157, 25.0222, 729, 306, 16.2, 397, 148, 8.82222, 67.46, 281.714, 3, 1, 0, 3, 3, 0, 1, 0, 19, 3, 8, 0, 2, 0, 1, 8, 6, 0
15, 6, 0, 4, 240, 204, 16, 238, 204, 15.8667, 2, 3, 0.133333, 12.6012, 322.714, 0, 1, 0, 0, 0, 0, 1, 204, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1
33, 4, 0, 7, 310, 87, 9.39394, 86, 19, 2.60606, 224, 68, 6.78788, 129.549, 261.571, 10, 1, 6, 5, 10, 2, 0, 0, 17, 5, 8, 0, 0, 0, 5, 13, 4, 0
7, 3, 0, 3, 9, 5, 1.28571, 9, 5, 1.28571, 0, 0, 0, 63.6984, 236.143, 4, 1, 1, 3, 1, 0, 2, 0, 12, 2, 8, 2, 1, 0, 1, 5, 2, 0
6, 2, 0, 3, 39, 36, 6.5, 37, 34, 6.16667, 2, 2, 0.333333, 15.2344, 140.143, 9, 3, 1, 8, 21, 0, 1, 388, 222, 7, 33, 0, 3, 1, 4, 47, 74, 0
33, 5, 0, 4, 617, 331, 18.697, 324, 129, 9.81818, 293, 202, 8.87879, 4.84719, 140.143, 18, 3, 1, 17, 276, 0, 8, 135, 768, 24, 67, 0, 4, 6, 2, 169, 207, 0
18, 4, 0, 7, 119, 24, 6.61111, 40, 10, 2.22222, 79, 24, 4.38889, 92.9208, 295.143, 2, 2, 1, 1, 10, 0, 3, 0, 29, 5, 11, 3, 2, 0, 3, 6, 17, 0
21, 4, 0, 6, 129, 32, 6.14286, 110, 32, 5.2381, 19, 8, 0.904762, 100.924, 367, 1, 1, 1, 0, 0, 0, 5, 0, 3, 1, 23, 1, 0, 4, 1, 1, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172.714, 5, 6, 1, 4, 3, 0, 1, 389, 32, 3, 83, 0, 0, 1, 3, 13, 8, 0
5, 1, 0, 2, 14, 6, 2.8, 9, 5, 1.8, 5, 6, 1, 67.2551, 183.571, 2, 4, 1, 1, 1, 0, 2, 421, 10, 2, 68, 0, 0, 2, 2, 3, 2, 0
20, 5, 0, 6, 112, 50, 5.6, 90, 50, 4.5, 22, 10, 1.1, 63.8724, 347.857, 5, 6, 1, 4, 6, 0, 3, 397, 27, 4, 72, 1, 0, 2, 4, 17, 6, 0
4, 2, 0, 3, 11, 10, 2.75, 1, 1, 0.25, 10, 10, 2.5, 20.7013, 136.143, 2, 4, 1, 1, 6, 0, 4, 384, 23, 4, 41, 1, 0, 1, 4, 10, 5, 0
28, 4, 0, 4, 168, 59, 6, 159, 59, 5.67857, 9, 6, 0.321429, 52.7798, 367, 3, 5, 1, 2, 3, 0, 2, 387, 17, 3, 75, 0, 0, 2, 3, 10, 4, 0
28, 4, 0, 5, 265, 76, 9.46429, 256, 76, 9.14286, 9, 6, 0.321429, 52.4016, 367, 6, 4, 1, 5, 3, 0, 0, 393, 41, 3, 61, 0, 0, 0, 3, 18, 14, 0
20, 6, 0, 6, 91, 42, 4.55, 76, 42, 3.8, 15, 10, 0.75, 63.5369, 347.857, 4, 5, 1, 3, 3, 0, 2, 400, 20, 3, 65, 1, 0, 1, 3, 13, 5, 0
21, 5, 0, 5, 120, 58, 5.71429, 122, 58, 5.80952, -2, 6, -0.0952381, 63.0702, 367, 2, 5, 1, 1, 1, 0, 1, 400, 14, 2, 65, 0, 0, 1, 2, 4, 3, 0
26, 4, 0, 4, 136, 55, 5.23077, 136, 55, 5.23077, 0, 6, 0, 48.9181, 367, 2, 3, 1, 1, 1, 0, 0, 387, 12, 2, 32, 0, 0, 0, 2, 7, 4, 0
6, 0, 0, 2, 26, 15, 4.33333, 2, 1, 0.333333, 24, 14, 4, 5.91758, 140.143, 2, 6, 1, 1, 28, 0, 2, 405, 56, 8, 100, 0, 0, 2, 8, 26, 18, 0
6, 0, 0, 1, 46, 17, 7.66667, 3, 3, 0.5, 43, 14, 7.16667, 4.21429, 140.143, 4, 7, 1, 3, 36, 0, 2, 406, 76, 9, 115, 0, 0, 2, 8, 31, 22, 0
4, 0, 0, 1, 25, 16, 6.25, 2, 2, 0.5, 23, 14, 5.75, 1.84571, 140.143, 2, 6, 1, 1, 28, 0, 2, 408, 56, 8, 101, 0, 0, 2, 8, 26, 18, 0
6, 0, 0, 2, 17, 9, 2.83333, 8, 6, 1.33333, 9, 9, 1.5, 2.19328, 140.143, 2, 8, 1, 1, 10, 0, 3, 429, 17, 5, 120, 0, 0, 3, 5, 8, 6, 0
4, 0, 0, 1, 25, 16, 6.25, 3, 3, 0.75, 22, 13, 5.5, 1.84571, 140.143, 2, 7, 1, 1, 28, 0, 2, 397, 56, 8, 102, 0, 0, 2, 8, 26, 18, 0
4, 0, 0, 1, 25, 16, 6.25, 14, 12, 3.5, 11, 14, 2.75, 1.84571, 140.143, 2, 7, 1, 1, 28, 0, 1, 396, 55, 8, 102, 0, 0, 1, 8, 26, 18, 0
6, 3, 0, 2, 58, 22, 9.66667, 21, 14, 3.5, 37, 17, 6.16667, 27.7192, 140.143, 8, 8, 3, 5, 21, 0, 3, 507, 115, 7, 120, 1, 0, 1, 7, 24, 34, 1
6, 0, 0, 2, 12, 9, 2, 3, 1, 0.5, 9, 9, 1.5, 2.72619, 140.143, 2, 7, 1, 1, 10, 0, 2, 396, 17, 5, 102, 0, 0, 2, 5, 8, 6, 0
12, 4, 0, 7, 26, 5, 2.16667, 15, 4, 1.25, 11, 5, 0.916667, 90.3571, 282, 1, 6, 1, 0, 21, 0, 2, 385, 23, 7, 98, 1, 0, 1, 6, 12, 7, 0
14, 4, 0, 6, 25, 4, 1.78571, 18, 4, 1.28571, 7, 3, 0.5, 92.1657, 282, 2, 3, 1, 1, 10, 0, 2, 387, 18, 5, 35, 2, 0, 0, 5, 9, 5, 0
11, 4, 0, 6, 21, 4, 1.90909, 17, 4, 1.54545, 4, 3, 0.363636, 82.7755, 282, 1, 7, 1, 0, 15, 0, 1, 419, 21, 6, 118, 1, 0, 0, 6, 10, 6, 0
18, 6, 0, 6, 106, 42, 5.88889, 79, 42, 4.38889, 27, 10, 1.5, 80.6752, 347.857, 4, 5, 1, 3, 6, 0, 2, 397, 25, 4, 64, 1, 0, 1, 4, 17, 6, 0
6, 3, 0, 3, 28, 11, 4.66667, 6, 4, 1, 22, 11, 3.66667, 23.3571, 183.571, 5, 6, 1, 4, 1, 0, 0, 388, 15, 2, 81, 0, 0, 0, 2, 9, 4, 0
32, 5, 0, 5, 183, 57, 5.71875, 150, 57, 4.6875, 33, 19, 1.03125, 90.2795, 367, 4, 6, 1, 3, 3, 0, 1, 394, 38, 3, 107, 0, 0, 1, 3, 16, 14, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172.714, 1, 3, 1, 0, 1, 0, 0, 384, 9, 2, 31, 0, 0, 0, 2, 5, 2, 0
37, 5, 0, 6, 270, 69, 7.2973, 243, 69, 6.56757, 27, 10, 0.72973, 66.9688, 367, 5, 5, 1, 4, 3, 0, 0, 397, 41, 3, 94, 0, 0, 0, 3, 24, 14, 0
3, 1, 0, 2, 2, 1, 0.666667, 8, 7, 2.66667, -6, 0, -2, 109.786, 113.857, 4, 5, 1, 3, 3, 0, 0, 397, 44, 3, 94, 0, 0, 0, 3, 21, 12, 0
15, 4, 0, 4, 144, 60, 9.6, 145, 60, 9.66667, -1, 10, -0.0666667, 51.7669, 347.857, 6, 4, 1, 5, 3, 0, 1, 410, 31, 3, 66, 0, 0, 1, 3, 16, 9, 0
11, 4, 0, 5, 18, 5, 1.63636, 21, 5, 1.90909, -3, 0, -0.272727, 89.1905, 319.714, 2, 4, 1, 1, 3, 0, 0, 410, 12, 3, 66, 0, 0, 0, 3, 5, 3, 0
12, 4, 0, 5, 100, 44, 8.33333, 12, 4, 1, 88, 44, 7.33333, 13.0314, 218.857, 3, 4, 1, 2, 3, 0, 0, 410, 22, 3, 66, 0, 0, 0, 3, 9, 4, 0
28, 4, 0, 5, 139, 53, 4.96429, 136, 53, 4.85714, 3, 6, 0.107143, 53.7605, 367, 2, 3, 1, 1, 1, 0, 0, 387, 12, 2, 32, 0, 0, 0, 2, 7, 4, 0
15, 4, 0, 5, 297, 131, 19.8, 31, 12, 2.06667, 266, 131, 17.7333, 13.0702, 218.857, 4, 8, 2, 2, 21, 0, 6, 388, 67, 7, 109, 1, 0, 1, 7, 25, 16, 0
